row,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,flipped_class,no_hybrid,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
212,24,Returning UNC Student,Yes - BS,Computer Science,No,MATH 130,2-6 months,No,No,UNC,1 month or so,Python,3 to 5 hours,5 to 10 hours,1,1,1,1,1,4,7,0,7,4,7,1,,,5,2,7,7,7,7
213,23,Returning UNC Student,Yes - Minor,Neuroscience,No,"MATH 231, PSYC 210",None to less than one month!,,,,,,10+ hours,10+ hours,1,1,1,6,1,5,5,0,6,6,6,6,6,6,4,2,6,6,6,6
214,25,Incoming First-year Student,Yes - BA,Computer Science,Maybe,"MATH 129P, MATH 130, STOR 113",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,4,4,2,2,6,6,2,7,5,6,5,7,,5,4,5,6,7,6
215,23,Current Junior,No,Statistics and Analytics,Maybe,MATH 233,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,4,4,4,4,4,4,2,5,5,5,4,4,4,4,4,3,4,4,6
216,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 231, MATH 232",2-6 months,Yes,No,High school course (IB or other),2-6 months,"Python, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,5 to 10 hours,4,3,5,6,4,6,7,2,7,7,7,4,7,6,4,6,4,7,7,7
217,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#",3 to 5 hours,5 to 10 hours,4,2,2,3,6,7,4,0,7,5,7,7,,,4,3,6,7,7,6
218,24,Returning UNC Student,No,Environmental Science/Studies,No,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,3,2,2,2,6,3,3,5,4,5,5,,,5,6,2,2,7,6
219,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,5,4,2,1,7,5,2,7,5,7,6,7,,5,5,6,6,7,6
220,25,Incoming First-year Student,No,Statistics and Analytics,No,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,1,1,4,1,7,7,2,7,6,6,6,6,,6,6,5,5,6,6
221,24,Returning UNC Student,No,Music Preformance,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,3,5,1,4,5,0,6,6,7,6,5,,5,4,5,7,7,6
222,23,Returning UNC Student,No,Asian Studies,No,"MATH 130, MATH 231, MATH 232",2-6 months,Yes,No,UNC,None to less than one month!,Python,5 to 10 hours,3 to 5 hours,1,7,7,2,2,3,1,3,1,2,4,3,1,1,7,7,1,3,5,1
223,24,Incoming Transfer Student,No,Mathematics,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,1,1,4,1,5,6,1,6,6,7,6,7,4,4,3,7,7,7,7
224,24,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, MATH 233, MATH 381, PSYC 210",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,1,2,1,1,1,7,6,0,7,7,7,6,,,4,3,6,7,7,7
225,24,Incoming Transfer Student,Yes - BA,Mathematics,Maybe,"MATH 231, MATH 232, MATH 347, STOR 155",2-6 months,No,No,Another college or community college,None to less than one month!,Python,5 to 10 hours,3 to 5 hours,1,7,7,7,7,7,5,0,6,7,7,7,,,3,4,6,7,7,7
226,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,7,7,7,1,5,6,0,7,6,7,6,5,7,6,5,6,7,7,5
227,24,Returning UNC Student,No,Business,Yes,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,6,5,6,1,7,5,2,5,7,7,6,7,,6,6,5,5,6,6
228,23,Returning UNC Student,No,Statistics and Analytics,No,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 120, STOR 155",7-12 months,No,No,UNC,None to less than one month!,R / Matlab / SAS,3 to 5 hours,5 to 10 hours,2,1,1,1,1,7,6,0,7,2,7,5,,,3,4,6,7,7,7
229,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 152, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,1,1,1,1,1,6,5,1,7,7,7,3,7,,4,4,5,7,7,7
230,23,Returning UNC Student,No,Economics,Maybe,"MATH 231, STOR 155",1-2 years,No,No,High school course (IB or other),None to less than one month!,"Python, SQL",10+ hours,5 to 10 hours,2,4,2,7,1,1,6,0,7,7,7,7,7,,6,4,6,7,5,5
231,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 120",2-6 months,No,No,STOR 120,None to less than one month!,Python,0 to 2 hours,5 to 10 hours,5,6,1,1,1,6,6,4,6,7,7,7,6,5,6,6,4,5,6,6
232,24,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, PSYC 210",2-6 months,No,No,PLTW Engineering ,None to less than one month!,Python,5 to 10 hours,5 to 10 hours,3,1,1,4,1,4,7,2,7,3,7,1,7,4,4,6,3,7,7,2
233,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,3 to 5 hours,10+ hours,1,1,1,1,1,4,4,0,7,5,7,7,,,5,4,6,7,7,6
234,23,Returning UNC Student,No,Psychology,Maybe,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,1,1,1,1,6,6,1,7,6,6,5,6,5,6,6,3,6,6,5
235,22,Returning UNC Student,No,Psychology,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,7,1,1,4,1,7,7,1,5,3,5,3,5,,7,6,3,7,7,7
236,23,Incoming Transfer Student,No,Economics,Yes,"MATH 130, MATH 152, MATH 231, MATH 232, PHIL 155, STOR 151, STOR 155",2-6 months,No,No,On-line course,2-6 months,"Python, SQL",5 to 10 hours,3 to 5 hours,2,3,3,5,3,3,5,3,7,5,6,5,,,5,5,5,6,6,7
237,24,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,4,1,1,1,1,7,7,1,7,6,6,7,7,4,6,4,6,7,7,7
238,24,Returning UNC Student,No,Environmental Science/Studies,Maybe,"MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,3,4,1,3,7,4,1,7,6,5,2,7,,7,5,3,3,5,3
239,22,Returning UNC Student,No,Psychology,No,"MATH 231, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,2,2,3,3,7,5,2,6,6,5,5,4,4,6,6,4,5,5,4
240,22,Incoming Transfer Student,No,Economics,No,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 113, STOR 155",7-12 months,No,Yes,UNC,7-12 months,R / Matlab / SAS,3 to 5 hours,3 to 5 hours,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
241,25,Incoming First-year Student,No,Statistics and Analytics,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,Python,5 to 10 hours,3 to 5 hours,3,2,1,3,2,4,6,2,6,6,7,6,,,5,3,6,6,7,7
242,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,MATH 130,2-6 months,Yes,Yes,High school course (IB or other),1 month or so,Python,5 to 10 hours,5 to 10 hours,2,2,2,3,2,6,6,0,6,7,6,2,6,6,4,4,6,7,7,7
243,23,Returning UNC Student,No,Economics,No,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,3,1,2,1,5,7,1,6,2,5,6,,,5,4,6,6,6,7
244,24,Returning UNC Student,Yes - Minor,Economics,Yes,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,4,3,3,2,2,7,5,0,6,7,5,7,4,4,5,5,6,7,7,7
245,25,Incoming First-year Student,No,Information Science,Yes,MATH 130,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,3,3,2,1,5,5,1,6,5,7,6,6,6,5,4,5,7,7,6
246,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 130, MATH 152, MATH 210, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,3,1,3,3,5,7,0,5,5,7,6,,,4,3,7,7,7,7
247,25,Returning UNC Student,No,Undecided,Maybe,"MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,1,1,1,1,7,5,0,7,7,7,7,,,7,6,5,7,7,7
248,24,Returning UNC Student,No,Environmental Science/Studies,No,MATH 231,2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript",3 to 5 hours,5 to 10 hours,6,2,3,3,3,7,3,2,5,6,6,5,7,5,6,5,4,6,6,7
249,25,Incoming First-year Student,Yes - Minor,Biology,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,7,7,7,3,7,3,1,4,7,5,3,6,,7,5,4,6,7,7
250,25,Returning UNC Student,Yes - BS,Biology,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,10+ hours,2,2,2,3,3,7,4,1,7,7,7,7,6,,5,2,6,7,7,7
251,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, STOR 120",2-6 months,No,Yes,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript",3 to 5 hours,5 to 10 hours,7,4,5,2,1,5,3,1,5,5,6,3,7,7,5,5,4,6,7,7
252,25,Incoming First-year Student,Yes - BS,Computer Science,No,MATH 231,2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#",0 to 2 hours,5 to 10 hours,2,1,1,2,1,7,5,4,7,7,7,7,7,7,5,5,6,7,7,7
253,22,Returning UNC Student,No,Philosophy,No,"PHIL 155, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,3,2,4,6,7,6,7,0,7,5,7,5,,,4,5,5,7,7,7
254,24,Returning UNC Student,No,Psychology,Yes,"STOR 113, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,2,7,7,5,5,5,2,2,2,5,2,3,,,5,7,2,6,5,2
255,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232, MATH 233",7-12 months,Yes,No,High school course (IB or other),None to less than one month!,Python,5 to 10 hours,0 to 2 hours,2,1,1,2,1,5,5,0,5,6,7,5,5,5,5,4,5,6,7,6
256,23,Returning UNC Student,No,Economics,Yes,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,4,3,1,3,5,5,2,7,7,4,3,,,5,7,2,7,7,5
257,25,Incoming First-year Student,No,Business,Yes,"MATH 232, MATH 233, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,7,7,7,1,7,4,2,5,5,6,2,4,2,7,7,3,5,6,2
258,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232, STOR 155",2-6 months,No,No,On-line course,2-6 months,Python,5 to 10 hours,5 to 10 hours,7,1,3,7,7,7,7,0,7,7,7,7,,,3,2,7,7,7,7
259,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,2,4,6,2,6,7,1,5,4,6,5,7,,4,4,5,7,7,7
260,22,Returning UNC Student,No,Business,No,STOR 155,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,1,1,1,1,5,1,1,7,7,7,4,7,,4,5,5,7,7,7
261,24,Returning UNC Student,No,Computer Science,Maybe,"MATH 152, MATH 231, MATH 232",2-6 months,No,No,No,1 month or so,SQL,0 to 2 hours,5 to 10 hours,4,2,5,5,4,5,5,3,3,5,4,5,5,4,5,4,4,5,4,6
262,23,Returning UNC Student,No,Economics,Maybe,"MATH 232, MATH 233, MATH 347, STOR 155",2-6 months,No,No,High school course (IB or other),1 month or so,Python,3 to 5 hours,0 to 2 hours,6,4,6,6,2,7,4,1,7,4,6,7,7,7,4,4,6,7,7,7
263,25,Returning UNC Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",2-6 months,No,No,On-line course,2-6 months,"Python, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS",5 to 10 hours,5 to 10 hours,2,7,7,2,1,6,6,0,4,4,7,4,,,4,2,5,6,7,7
264,25,Incoming First-year Student,Yes - BA,Computer Science,Maybe,MATH 231,2-6 months,Yes,No,On-line course,1 month or so,Python,5 to 10 hours,3 to 5 hours,7,4,4,5,5,7,4,0,7,7,7,7,,,6,5,6,7,7,7
265,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232",Over 2 years,No,No,High school course (IB or other),2-6 months,"Python, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,5 to 10 hours,4,5,2,1,1,7,6,0,6,6,6,4,,,4,1,6,2,5,6
266,24,Returning UNC Student,No,Medical Anthropology,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,6,5,2,7,5,4,5,5,3,4,5,,7,7,2,3,2,3
267,23,Returning UNC Student,No,Business,No,"MATH 231, MATH 232, MATH 381",2-6 months,No,Yes,On-line course,2-6 months,"Python, JavaScript / TypeScript, R / Matlab / SAS",3 to 5 hours,0 to 2 hours,7,2,1,1,1,7,1,1,7,5,6,4,7,,7,5,6,5,6,7
268,25,Current UNC Student,Yes - BS,Computer Science,Maybe,MATH 231,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,4,2,3,1,7,7,0,7,6,7,6,,6,4,2,6,7,7,7
269,24,Returning UNC Student,No,Business,Maybe,"STOR 113, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,7,6,4,3,2,3,2,5,5,5,6,3,,6,7,2,3,4,4
270,24,Returning UNC Student,No,Psychology,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,4,2,2,1,7,5,1,6,6,7,6,5,5,6,6,5,5,4,6
271,23,Returning UNC Student,No,Psychology,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,3,2,4,2,7,7,2,5,5,3,3,7,7,6,7,4,4,3,3
272,24,Returning UNC Student,No,Economics,Yes,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,3,1,2,1,7,3,1,7,5,7,7,6,4,5,4,6,7,7,7
273,24,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 231, MATH 232, STOR 155",1-2 years,No,No,UNC,7-12 months,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,5,2,1,2,1,7,7,0,7,6,7,6,,,4,4,5,6,7,7
274,24,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,2,2,1,1,6,4,1,5,7,7,5,6,,5,4,4,5,6,5
275,23,Returning UNC Student,No,Statistics and Analytics,No,"MATH 130, MATH 231, MATH 232, MATH 233, MATH 347, STOR 120",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,3,4,3,4,3,5,6,1,6,6,6,6,6,6,5,5,5,6,7,6
276,24,Returning UNC Student,No,Philosophy,Yes,"PHIL 155, STOR 113, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, R / Matlab / SAS, HTML / CSS",3 to 5 hours,3 to 5 hours,2,3,4,5,2,4,3,0,6,4,7,2,,,6,4,5,6,6,6
277,23,Incoming First-year Student,No,Psychology,No,STOR 155,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,1,1,1,1,7,6,1,5,6,5,6,7,,6,3,4,5,5,6
278,24,Returning UNC Student,Yes - Minor,Neuroscience,Maybe,"MATH 130, MATH 231, MATH 232, PSYC 210",2-6 months,No,No,Used comp110 spring course website to self study,1 month or so,"Python, HTML / CSS",3 to 5 hours,3 to 5 hours,1,2,2,3,2,2,5,0,6,6,7,5,,,6,5,6,7,7,7
279,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,MATH 130,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,7,6,6,5,6,7,5,3,4,6,5,5,6,,4,5,3,6,6,6
280,25,Returning UNC Student,Yes - BS,Computer Science,Yes,"MATH 129P, MATH 231, MATH 232, STOR 120",Over 2 years,No,No,On-line course,> 2 years,"Python, Java / C#, C / C++, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS, SQL",5 to 10 hours,5 to 10 hours,3,5,4,7,1,7,7,1,7,6,7,6,3,6,3,2,7,7,7,7
281,22,Returning UNC Student,No,Neuroscience,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,2,1,2,1,7,7,0,7,5,5,5,2,,4,4,5,5,4,7
282,24,Returning UNC Student,Yes - Minor,Business,Maybe,"MATH 152, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,4,4,3,1,5,5,1,6,6,6,6,5,5,4,4,5,7,7,7
283,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",2-6 months,No,No,High school course (IB or other),None to less than one month!,Python,5 to 10 hours,3 to 5 hours,2,2,2,4,2,6,5,0,6,5,6,4,4,,5,5,6,7,7,6
284,25,Incoming Transfer Student,Yes - BS,Computer Science,Yes,"MATH 231, MATH 232, MATH 381",7-12 months,Yes,Yes,High school course (IB or other),1 month or so,"Python, JavaScript / TypeScript, HTML / CSS, SQL, Bash",0 to 2 hours,10+ hours,4,2,2,2,1,7,5,1,6,6,6,6,7,7,4,4,6,7,7,7
285,24,Returning UNC Student,No,Statistics and Analytics,Maybe,"MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,1,1,4,4,7,7,0,7,7,7,7,4,4,4,4,7,7,7,7
286,24,Incoming Transfer Student,No,Economics,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,1,1,2,1,3,5,0,7,6,7,4,4,4,5,6,3,5,2,5
287,25,Incoming First-year Student,No,Information Science,Yes,MATH 130,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,2,2,3,2,7,2,3,7,5,5,3,4,,4,5,4,6,7,7
288,25,Incoming First-year Student,No,Physics,No,"MATH 231, MATH 232, MATH 233, MATH 381",Over 2 years,No,No,Internship at Shodor as well as high school course,None to less than one month!,"Python, BASIC, HTML / CSS, SQL, PHP",5 to 10 hours,3 to 5 hours,1,2,4,4,2,2,6,0,4,4,2,6,6,,6,5,6,5,7,2
289,25,Incoming First-year Student,No,Economics,Yes,"MATH 231, STOR 155",2-6 months,No,No,Another college or community college,None to less than one month!,Python,3 to 5 hours,5 to 10 hours,2,1,1,1,1,7,4,0,6,6,7,6,,,5,4,5,6,7,6
290,24,Returning UNC Student,Yes - BA,Computer Science,No,"MATH 129P, MATH 231, STOR 155",7-12 months,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, R / Matlab / SAS, HTML / CSS",0 to 2 hours,5 to 10 hours,2,2,2,5,1,7,7,2,6,6,7,5,6,,5,4,6,7,7,7
291,25,Incoming First-year Student,Yes - BA,Computer Science,No,STOR 113,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,2,3,3,2,2,7,5,4,6,5,6,5,5,4,5,4,5,7,7,7
292,25,Returning UNC Student,Yes - BA,Computer Science,Maybe,"MATH 231, MATH 232",7-12 months,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, HTML / CSS",3 to 5 hours,3 to 5 hours,4,3,1,2,1,4,3,0,7,5,7,5,,,5,3,6,6,7,7
293,23,Returning UNC Student,No,Political Science,No,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,2,2,2,1,3,6,1,7,7,7,6,7,,4,5,3,7,7,7
294,25,Returning UNC Student,Yes - BA,Business,Yes,"MATH 231, MATH 232, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,5,2,2,2,5,6,4,1,7,6,7,6,,,6,5,5,6,6,6
295,24,Returning UNC Student,Yes - BS,Psychology,Maybe,"MATH 129P, MATH 231, MATH 232, PSYC 210, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,3,2,2,2,4,5,4,1,6,6,6,6,6,,4,4,6,7,7,7
296,25,Incoming First-year Student,No,Information Science,Maybe,"MATH 231, MATH 232, STOR 151",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,2,2,3,2,7,3,1,7,6,6,6,7,,5,5,6,6,7,7
297,25,Incoming First-year Student,No,Biology,No,"MATH 130, MATH 231, MATH 232, MATH 233",7-12 months,No,Yes,On-line course,None to less than one month!,"Python, Java / C#",3 to 5 hours,3 to 5 hours,1,1,1,1,1,1,1,0,7,7,7,5,,,4,3,6,5,7,7
298,25,Returning UNC Student,No,Interdisciplinary Studies,Maybe,"MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,None,None to less than one month!,None,3 to 5 hours,5 to 10 hours,1,1,1,1,1,7,6,0,6,6,7,7,7,7,5,5,6,6,6,7
299,24,Returning UNC Student,No,Computer Science,Maybe,"MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,4,4,4,4,4,4,4,1,4,4,5,5,,5,6,4,3,6,6,6
300,25,Returning UNC Student,No,Biology,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,2,1,1,1,4,4,0,7,6,6,1,,,3,2,6,7,6,3
301,22,Returning UNC Student,No,Neuroscience,No,"MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,4,4,4,6,4,4,3,6,3,6,4,6,4,5,5,6,7,5,5
302,25,Incoming First-year Student,Yes - BA,Computer Science,Yes,"MATH 231, MATH 232, STOR 155",1-2 years,Yes,No,none,1 month or so,"Python, JavaScript / TypeScript, HTML / CSS, SQL",5 to 10 hours,3 to 5 hours,3,2,1,2,1,7,7,0,7,4,7,5,,,5,4,6,7,7,7
303,24,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,4,6,7,4,7,6,0,5,7,7,7,,,3,3,6,7,7,7
304,25,Incoming First-year Student,Yes - BA,Business,Maybe,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,2,1,1,1,7,5,0,6,4,7,4,,,5,4,3,7,7,7
305,25,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 231",7-12 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, Java / C#, C / C++, HTML / CSS",5 to 10 hours,5 to 10 hours,2,3,2,4,1,6,5,0,7,5,7,6,,,5,2,6,7,7,7
306,24,Returning UNC Student,No,Neuroscience,Maybe,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,1,1,4,1,6,4,1,6,4,5,6,7,4,6,6,4,6,4,7
307,24,Incoming Transfer Student,Yes - BS,Computer Science,No,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",Over 2 years,No,No,"Another College (University of Utah), High School (IB), and Udemy",1-2 years,"Java / C#, HTML / CSS",5 to 10 hours,3 to 5 hours,4,2,2,3,1,3,4,0,5,3,7,7,2,4,4,2,6,7,7,7
308,25,Incoming First-year Student,Yes - BA,Computer Science,No,"MATH 130, MATH 232",7-12 months,No,No,High school course (IB or other),2-6 months,"Python, C / C++, JavaScript / TypeScript",3 to 5 hours,5 to 10 hours,1,1,1,4,1,7,7,0,5,5,7,4,3,,4,2,7,7,7,7
309,24,Returning UNC Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 381, PHIL 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,1,1,1,1,7,7,2,7,7,7,7,7,4,6,5,5,7,7,7
310,25,Returning UNC Student,Yes - BS,Computer Science,No,"MATH 231, MATH 232, MATH 233",7-12 months,No,No,High school course (IB or other),2-6 months,"Python, Java / C#, C / C++, HTML / CSS",3 to 5 hours,3 to 5 hours,5,4,4,3,1,7,7,0,7,7,7,3,,,6,3,6,7,7,6
311,25,Incoming First-year Student,Yes - BS,Computer Science,No,"MATH 130, MATH 152",7-12 months,Yes,Yes,Another college or community college,2-6 months,"Python, JavaScript / TypeScript, HTML / CSS",10+ hours,5 to 10 hours,3,4,5,6,6,4,7,1,5,5,7,6,7,4,4,3,6,7,7,7
312,25,Incoming First-year Student,No,Statistics and Analytics,Yes,"MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,On-line course,None to less than one month!,"Python, Java / C#",0 to 2 hours,5 to 10 hours,3,2,2,3,2,2,6,1,7,7,7,7,4,5,4,4,4,4,4,7
313,25,Incoming First-year Student,Yes - BA,Information Science,Maybe,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,2,1,2,2,7,3,1,6,6,6,7,7,,5,4,6,7,7,7
314,25,Incoming First-year Student,No,Economics,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,5,1,1,3,4,4,2,4,4,4,4,4,4,5,5,5,5,5,4
315,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",Over 2 years,No,Yes,High school course (IB or other),> 2 years,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS, SQL",0 to 2 hours,3 to 5 hours,6,2,2,5,2,7,7,0,7,7,7,7,7,,2,1,7,7,7,7
316,25,Incoming First-year Student,Yes - BS,Computer Science,Maybe,"MATH 231, STOR 151",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,7,3,2,5,4,7,6,0,7,6,7,7,7,6,5,2,7,7,7,6
317,25,Incoming First-year Student,Yes - Minor,Biology,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,7,6,6,1,5,2,2,6,4,4,4,4,4,4,7,2,4,6,6
